video,numFrame,seconds,fps,rfps,subset,featureFrame
NI8xbsNEQ_M,13200,550,24,24,training,13200
PkEIFNsOICo,9976,344,29,29,training,9976
f46uEHzfniM,3210,107,30,30,training,3210
X0FHy5C5x1g,1769,61,29,29,training,1769
rIMvlrgd59Y,6678,477,14,14,training,6678
zoFrcheUBv0,2025,81,25,25,training,2025
lVINCdYBh0A,3570,119,30,30,training,3570
sV_sS1x2DCo,1885,65,29,29,null,1885
kTe_Yjn4H2k,7890,263,30,30,training,7890
iWmWtOD1E6k,2610,90,29,29,validation,2610
o-MuID_F9wY,1650,55,30,30,training,1650
bOmy_GG3E20,15720,524,30,30,training,15720
cc6fTPHe6A4,16890,563,30,30,validation,16890
gYlcxfsgi6o,15341,529,29,29,training,15341
oTlDLcKpApQ,5220,180,29,29,training,5220
_K1Ns90yHHY,8550,285,30,30,null,8550
2HYLaehTpLQ,11716,404,29,29,null,11716
_aHuOLduDno,2730,91,30,30,training,2730
sFSCTwyNxsw,1590,53,30,30,training,1590
4fbQgjlpjgo,3933,171,23,23,null,3933
TIExBPwYjag,3013,131,23,23,training,3013
_FoqH0A2WeE,8787,303,29,29,null,8787
x0GhA9eMU7g,13253,457,29,29,training,13253
8xdA9fvZqg0,14906,514,29,29,training,14906
oi4vdNc0vPA,8070,269,30,30,training,8070
3u7-esWtDmE,3450,138,25,25,training,3450
hdOkFcamYZQ,8439,291,29,29,training,8439
YCmUyUl8kiQ,6351,219,29,29,training,6351
y2ccn7IDayg,3016,104,29,29,training,3016
x39I9vtPdfc,5100,204,25,25,training,5100
eOSMr_fNgwE,12557,433,29,29,null,12557
MaR8S4Dvl00,11107,383,29,29,training,11107
h_SnfDXwc5I,14471,499,29,29,training,14471
Q6ZpOG4yp60,10920,364,30,30,training,10920
kLsKOCozwR8,8323,287,29,29,validation,8323
F4HeNROX9O0,2190,73,30,30,training,2190
BQJd7wdf2yg,1830,61,30,30,training,1830
Ma-PzpRAbtM,9889,341,29,29,training,9889
MD-gw-zoH_Q,1276,116,11,11,training,1276
Cp8GFRmqhOI,3750,125,30,30,training,3750
UbLa-GBbISA,2813,97,29,29,training,2813
sC9hEivWgU0,12888,537,24,24,validation,12888
rASgqi9N884,17640,588,30,30,training,17640
gz20P4Os8OQ,1334,46,29,29,training,1334
CKZLQ9SkH7w,1334,46,29,29,training,1334
YfaE8enw6w0,966,42,23,23,validation,966
gS0cOs1st28,1711,59,29,29,validation,1711
sf4SgfdORqI,3450,138,25,25,training,3450
DyZZe2-xhg8,780,26,30,30,null,780
qFfVgMNiYQw,4050,135,30,30,null,4050
5Ne9T0BjwW8,5580,186,30,30,training,5580
NEN3Qn5mVQ0,464,16,29,29,validation,464
sTEDmOWcz5w,750,25,30,30,training,750
LH3vT7bkYNY,377,13,29,29,training,377
S6tCG4wdy80,2175,75,29,29,validation,2175
b_ZGeGRI6P0,2700,90,30,30,null,2700
h_BLkWSQZ0w,3150,105,30,30,null,3150
zndlCgGeCSk,551,19,29,29,training,551
325F8OhOcfE,330,11,30,30,training,330
9gRt8LWpbT4,493,17,29,29,training,493
MSeNzaGKc_M,1575,63,25,25,training,1575
wPKlryXwmXk,3828,132,29,29,training,3828
ORX_yTyixs4,1275,51,25,25,training,1275
NVB5kiWvv0E,5820,194,30,30,training,5820
r4ddchlJubA,1230,41,30,30,training,1230
VoVDAa4zjlo,1972,68,29,29,validation,1972
8mD51TgHZg4,16530,551,30,30,training,16530
ceZfsHz7eMU,1775,71,25,25,training,1775
M5XnU7YAmbU,3600,120,30,30,training,3600
AwbNRNCxhFg,6850,274,25,25,training,6850
AvGluwLI5EE,950,38,25,25,training,950
GhnuKnLfg_Y,1380,46,30,30,training,1380
ka-3a3M_3kA,1800,60,30,30,training,1800
DkKV-1jOjn0,3420,114,30,30,validation,3420
SMUjdfNdDu8,3496,152,23,23,validation,3496
1KdE5Fybhh8,480,16,30,30,training,480
pHC1PR9_aUA,7511,259,29,29,validation,7511
C8XF8aibTTA,300,15,20,20,null,300
SHi6Xb9RuQo,2139,93,23,23,training,2139
Dc_ue6CKHxY,1925,77,25,25,training,1925
37YgXKrofpo,450,15,30,30,training,450
1giLLDK2124,2760,184,15,15,training,2760
XGqdTKtJ6CQ,1825,73,25,25,training,1825
iXFQgPZxksg,1525,61,25,25,null,1525
Js_pi1EPvk0,11132,484,23,23,null,11132
vagaY-R6Z9U,1450,58,25,25,training,1450
N-Yydncmh2A,2415,105,23,23,training,2415
myOvEpV0OCs,350,14,25,25,training,350
8tl5v2uwwR4,11970,399,30,30,null,11970
TIlm2owSuAw,840,28,30,30,training,840
4S7kHLJkOuY,720,24,30,30,validation,720
xjs3W0nTkKg,900,30,30,30,training,900
tbEusXmVHlE,2160,72,30,30,training,2160
F48lklmZN_E,1320,55,24,24,training,1320
K2XP4fITw7M,2500,100,25,25,training,2500
0u2uRTaTTOQ,1410,47,30,30,training,1410
nyXtnGtkhvQ,870,30,29,29,training,870
Gs5p5t8nSuc,3625,125,29,29,validation,3625
bYbJH6GZndQ,3480,120,29,29,training,3480
fkzyxUidAx0,1900,76,25,25,validation,1900
K_URx92-6m4,4408,152,29,29,training,4408
OakEJHpIlbU,1334,46,29,29,training,1334
IMOaotLRoy4,8120,280,29,29,training,8120
ctCpx6vhZSQ,928,32,29,29,training,928
ffRJaDSzNeU,3450,138,25,25,training,3450
qv2EYvv6t10,493,17,29,29,validation,493
AZFPgMXy-yk,870,29,30,30,training,870
gwrCUkCbVaQ,1920,64,30,30,training,1920
guvJLKX5wg4,1980,66,30,30,training,1980
zYWp_KGuEp0,300,10,30,30,training,300
3rJG199K0Yc,1350,45,30,30,training,1350
MxxdhMai-Iw,1560,52,30,30,training,1560
wF3BnfjOxuc,2059,71,29,29,training,2059
lJyFecjO7I8,2100,84,25,25,training,2100
ahjSJySH5Fo,2494,86,29,29,validation,2494
QFo5LiI8bYc,1276,44,29,29,training,1276
DpqdflQ_vPw,2349,81,29,29,training,2349
XX8Bu-JijC0,725,29,25,25,training,725
HvW92O3niQk,3960,132,30,30,training,3960
luIklhM0PVU,2220,74,30,30,training,2220
3PptebxOzEo,2291,79,29,29,training,2291
PUzdyuyONog,1890,63,30,30,null,1890
Q0hbNUGwktY,1600,64,25,25,training,1600
PkxNDpSMcu0,5916,204,29,29,training,5916
EOuhaD9hRk0,810,27,30,30,training,810
grGQ2C9moYE,870,29,30,30,training,870
yqHsybXravg,2160,72,30,30,training,2160
L0UUdq_8tnA,4234,146,29,29,validation,4234
fU8COMpzKQg,3741,129,29,29,validation,3741
QQDF3ulMSCA,2925,117,25,25,training,2925
ReGHlRTga7g,1650,55,30,30,training,1650
p6LyWulQa_8,1225,49,25,25,training,1225
y5U8Woa_S88,8580,286,30,30,training,8580
5yXzXpMbGxA,1200,48,25,25,training,1200
zyyoXuUx0e8,2400,96,25,25,validation,2400
NVQhX_-M5QE,6570,219,30,30,training,6570
JAQcya25a2E,4582,158,29,29,training,4582
bnalpMqLn8w,957,33,29,29,validation,957
_yMd0ncFmys,870,29,30,30,training,870
JkP4nihMJqw,1566,54,29,29,training,1566
xcjdb1le3S0,1537,53,29,29,training,1537
iBtKWRG_eak,3654,126,29,29,training,3654
4ZszqROTv9I,1334,46,29,29,training,1334
7LkGjF_01oI,7018,242,29,29,null,7018
SoP2YDOgUGY,2697,93,29,29,validation,2697
2XxZWQccXLk,6206,214,29,29,training,6206
2C-MbO3fFoo,2370,79,30,30,training,2370
iLAM6fCXwFI,4437,153,29,29,training,4437
WV_RcIvu2q8,6984,291,24,24,null,6984
3WGVDMZPKs4,1550,62,25,25,null,1550
tdzOrZr_mBk,1320,44,30,30,training,1320
B_q_Bs26vwY,812,28,29,29,validation,812
sfy3K_Ec0Rw,950,38,25,25,validation,950
eW88nMYF9LM,3250,130,25,25,null,3250
qvpPGspOSA8,1682,58,29,29,training,1682
mAT_J2PaKt0,2500,100,25,25,training,2500
GpvrWBiPzXs,2059,71,29,29,training,2059
wOxNazDzRPw,1980,66,30,30,training,1980
8Z8Jo4-ZOwY,12644,436,29,29,validation,12644
raZ_CSr6OOU,1620,54,30,30,training,1620
#NAME?,240,8,30,30,validation,240
KwWpHMKpec8,1320,44,30,30,training,1320
pgjMeE4jWIE,1702,74,23,23,training,1702
SRM3BR2waGs,2000,80,25,25,training,2000
MZ_e4JdHpi4,2697,93,29,29,null,2697
FwVwvPxJA4c,4275,171,25,25,training,4275
JDirVezXuBg,1363,47,29,29,training,1363
eNJlSay7620,420,14,30,30,training,420
uw7ZvbV1bjw,7453,257,29,29,null,7453
yW0O1-hQS90,3600,120,30,30,training,3600
UvGz_H-ZmIA,450,15,30,30,training,450
Md9Qeva48o8,6554,226,29,29,training,6554
6UJLEx2eQPQ,1475,59,25,25,training,1475
1lF6wD-Hx8E,2059,71,29,29,training,2059
4Z6CLMLLBFU,3200,128,25,25,training,3200
WVKwFxYGdxw,4575,183,25,25,training,4575
r9gDj75aSwA,2225,89,25,25,training,2225
XTvlafac1Jg,3975,159,25,25,validation,3975
Ssx6rjb5lAY,1025,41,25,25,training,1025
n190QjVzTuU,3132,108,29,29,training,3132
W8dIl90y6v0,700,28,25,25,validation,700
AZXrb83YjT4,984,41,24,24,training,984
ZEn_9puLXGc,6450,215,30,30,training,6450
WMaj2AqmlSg,930,31,30,30,training,930
6fxOWXee_Ks,1710,57,30,30,training,1710
0QAaCPgTQhM,8265,285,29,29,null,8265
Qe5k0i1sYtA,1290,43,30,30,training,1290
Lciw8gTCvg8,3538,122,29,29,training,3538
l_8wLfqjd5Q,1200,50,24,24,training,1200
021r4O3qGfA,3210,107,30,30,training,3210
6NFLhNIG-g8,2001,69,29,29,validation,2001
QrMuh-BiSN4,1700,68,25,25,training,1700
cMHRBMx1je0,2523,87,29,29,training,2523
#NAME?,5452,188,29,29,validation,5452
1fjB1NNpCE0,6930,231,30,30,training,6930
78_edYWQTWs,6815,235,29,29,training,6815
UC7se5dy_IU,4727,163,29,29,training,4727
mok1rPQ-myg,3720,124,30,30,training,3720
HknYFm1hDLQ,1575,63,25,25,training,1575
0NKliI_WJsk,2400,100,24,24,training,2400
uV9pYZ5bl0E,1800,60,30,30,training,1800
X3gLNYp0sAc,4100,164,25,25,training,4100
H3xItNJOZ2I,1830,61,30,30,null,1830
ZRc8qKGHfPY,4890,163,30,30,training,4890
VvEnV4a88rA,1711,59,29,29,training,1711
qoKV4rJ5Bk0,4740,158,30,30,training,4740
GM59A0yUFjk,3250,130,25,25,validation,3250
7VSjY-Yq8Nc,600,20,30,30,training,600
lFnnBBbSbX4,1479,51,29,29,training,1479
pkVYLRJo-rE,2415,105,23,23,training,2415
8F_JEkt_2l0,3654,126,29,29,training,3654
2cFqXHDoQZs,3125,125,25,25,training,3125
IL-fNFr0_lg,1590,53,30,30,training,1590
RxIu2MFRDpE,930,31,30,30,validation,930
LODuCPR581I,1740,60,29,29,training,1740
uNz35fBqwLY,7800,260,30,30,training,7800
RbBAE9ZSvKI,1080,45,24,24,null,1080
nTl_H9CzNGk,2871,99,29,29,training,2871
uPPDjNd1nG8,1479,51,29,29,training,1479
XK40BC3NSCE,2928,122,24,24,training,2928
7hKEXsYMwAE,3683,127,29,29,training,3683
LuzysvmEUF4,1615,85,19,19,training,1615
peiO0_OtdfE,1711,59,29,29,training,1711
AW1OXQ0-n0c,870,30,29,29,training,870
3jfahtgDrQs,3875,155,25,25,training,3875
33s5jMszIK4,2378,82,29,29,training,2378
Jan3YGoRrfE,4080,136,30,30,training,4080
7z2QWmiirIo,2001,69,29,29,training,2001
WHi09wJthH8,2842,98,29,29,training,2842
QWFn9YLAwiY,986,34,29,29,training,986
oHaIvSwrLVo,900,30,30,30,null,900
rHDbbnHw4gE,2500,100,25,25,training,2500
gQ7pzACzRzE,1140,38,30,30,validation,1140
SiZRAsSip4g,3000,100,30,30,training,3000
VxoZ1dk_nBc,840,28,30,30,training,840
VAU1tMoZjP8,3810,127,30,30,validation,3810
aWQ7oUi4DxM,1464,61,24,24,training,1464
9mcd0oFzc7A,1817,79,23,23,training,1817
SV3hFSx83IU,1800,60,30,30,null,1800
8mnSZw-HwE0,6360,424,15,15,training,6360
nAh3hQWZ02Y,2975,119,25,25,validation,2975
ARW_ThwMyCI,960,32,30,30,training,960
5xSKraQYyVA,5610,187,30,30,training,5610
G7fQ6fjj4RU,1525,61,25,25,training,1525
uDo7GDO-sF4,780,26,30,30,validation,780
aOXxiWmj5JM,3016,104,29,29,validation,3016
RylSyOMXNks,15870,529,30,30,training,15870
XHR2kAtAhLY,2697,93,29,29,validation,2697
_7FJ503uii0,3480,120,29,29,training,3480
H11AjU_fJlg,6119,211,29,29,validation,6119
0OywrcbPGIM,1620,54,30,30,training,1620
BH9DNsvj_bc,810,27,30,30,training,810
WUgcDmNeABM,3480,120,29,29,training,3480
JqjJVo4HGMI,4930,170,29,29,training,4930
M_zTcVtR144,5430,181,30,30,validation,5430
8ZPfJotsuKA,11900,476,25,25,training,11900
XsiVoZKZmTc,575,25,23,23,training,575
iTldzejofu4,3325,133,25,25,training,3325
mhxeqBISsDk,5916,204,29,29,training,5916
HfiMmgKAqwA,4814,166,29,29,null,4814
MvezaL1VJFI,420,14,30,30,validation,420
9I2rr4ZQet8,1680,56,30,30,training,1680
iQf3-tLOQFc,3210,107,30,30,training,3210
BDUZIAEN1L4,3103,107,29,29,training,3103
RqI7tuTGxDE,7450,298,25,25,training,7450
rvf5D7wPRQc,3277,113,29,29,training,3277
MZvXrBZDuos,2520,84,30,30,training,2520
rbqiHZLXw_0,1817,79,23,23,training,1817
uwNYujp67Fk,725,25,29,29,validation,725
6EXkVlrUGXI,1769,61,29,29,training,1769
F9SOAYIBUP4,2010,67,30,30,training,2010
7isoaDHD6uc,4170,139,30,30,training,4170
ui5HAlkiVrc,6090,210,29,29,training,6090
Oqq2RWj-2Go,3915,135,29,29,validation,3915
gcBi8P7Ir6k,1440,48,30,30,validation,1440
s8OEU0MRIQg,2280,76,30,30,training,2280
Uz0C126fHmw,1050,42,25,25,training,1050
iJvQ8KLk51w,1860,62,30,30,training,1860
03iFh0vrW6E,1920,64,30,30,training,1920
7jFKF4u2krI,3660,244,15,15,training,3660
4xwXXwRyRA4,1650,55,30,30,training,1650
1YoNMsd_G4A,850,34,25,25,validation,850
i1PFyOqRQTo,18000,600,30,30,training,18000
4WvDW38zBrM,8300,332,25,25,validation,8300
GFB2AORQpAk,2552,88,29,29,training,2552
_d5x7C1mJUo,1798,62,29,29,validation,1798
FXM2q4gHOEk,1300,52,25,25,training,1300
WkFYTQBD3GA,3451,119,29,29,training,3451
0Py5eC2xUwk,7917,273,29,29,training,7917
4NV-RghzQ0M,1008,36,28,28,training,1008
OqaDYhnSRGw,6438,222,29,29,validation,6438
8dxl_pf5p4w,3150,126,25,25,training,3150
fa7bU7pDTrA,575,25,23,23,training,575
P4NJI0UJP_0,510,17,30,30,training,510
8nwOpB3nPas,3683,127,29,29,null,3683
#NAME?,3381,147,23,23,training,3381
MPDeiY3K-Oc,1566,54,29,29,training,1566
qJyd9J7ckMw,2987,103,29,29,validation,2987
XnPvv7i6RBU,6175,247,25,25,training,6175
KiGtKodhqDM,2407,83,29,29,training,2407
rVERtTexkdg,420,14,30,30,validation,420
lkl8ReX_VRA,3000,120,25,25,training,3000
0AXoaTivFNY,4800,192,25,25,training,4800
bZ2jwO4_vEY,783,27,29,29,validation,783
0zgHYOhI1aI,2325,155,15,15,training,2325
T-wvnkY38gw,1656,72,23,23,null,1656
YUlyWrxHMnY,1508,52,29,29,validation,1508
P6E_6C7BwZ8,3654,126,29,29,training,3654
mpOs6S_SLc4,3045,105,29,29,training,3045
aYMPTCRqWaU,10860,362,30,30,training,10860
or08i9wC8bA,986,34,29,29,training,986
SzdE7Vh8frM,3990,133,30,30,training,3990
bicjX1MmHKE,5000,200,25,25,null,5000
Is4VYIFAHIc,2880,96,30,30,training,2880
awKY-goHEAI,825,55,15,15,validation,825
A2xrgemNQig,3219,111,29,29,validation,3219
R2hnF6KNQSk,754,26,29,29,training,754
mq4EHFkves8,1131,39,29,29,null,1131
l__j6ZzZee8,5550,185,30,30,null,5550
Aowy9hdczEk,1740,116,15,15,training,1740
yjVaquB6Sl0,1175,47,25,25,validation,1175
E21_ronx5Es,825,33,25,25,training,825
Qq6YZ8qO7eY,4408,152,29,29,training,4408
iKyPGcYMIzo,7685,265,29,29,training,7685
aT8jmWoH4I8,540,18,30,30,training,540
pPqk3PrFH6E,783,27,29,29,training,783
eQzrwQ2ZNe4,950,38,25,25,null,950
U_JrEn9BbhI,2784,96,29,29,training,2784
wbVkALjyI-s,2370,79,30,30,training,2370
U9aR9lHdLN0,2790,93,30,30,training,2790
STSJYRg2aZw,1856,64,29,29,validation,1856
YiiDLRG1UIY,3775,151,25,25,training,3775
uhWMSOjKQFw,1900,76,25,25,null,1900
SMWgbBjl5zI,6325,253,25,25,validation,6325
Z4HahC7W6-k,1800,60,30,30,training,1800
22RZNC6GpzM,783,27,29,29,validation,783
xTS9KVE69Wo,1700,68,25,25,validation,1700
fyTG0vMrpgU,3870,129,30,30,training,3870
pYf1J8jH1L8,2040,85,24,24,null,2040
5mBArd2iLhQ,950,38,25,25,training,950
GdDogmHpMuY,4002,138,29,29,training,4002
ColB3iCt3G0,1769,61,29,29,training,1769
_VSjVSiHIg0,12825,513,25,25,training,12825
C2Aabqwlt7k,2088,72,29,29,null,2088
GJurVI4yMDA,1650,66,25,25,training,1650
#NAME?,780,26,30,30,training,780
Xk77XYbFvgw,2820,94,30,30,training,2820
hui5eX1N5e0,650,26,25,25,training,650
RLQ8ToGNDLQ,1943,67,29,29,training,1943
3Hk1zYiONAM,1525,61,25,25,training,1525
GBGp4_u1vH8,1950,65,30,30,training,1950
jLJzRd2yEAQ,15718,542,29,29,training,15718
LejGbIDfGhM,1449,63,23,23,training,1449
ZnTXwOTaVEQ,2910,97,30,30,training,2910
mEZs6oKL1tc,1410,47,30,30,validation,1410
DgkQ2c1T2jA,1860,62,30,30,training,1860
NgcQiHkL9Yw,990,33,30,30,training,990
6_4fYRiUjvI,870,29,30,30,training,870
6-6Q7BfyMJE,2755,95,29,29,training,2755
Sj0RpNK5Tl0,4814,166,29,29,training,4814
uOmcTAnLr-4,2552,88,29,29,training,2552
Hcn6qq86b1I,3741,129,29,29,training,3741
Gu145U7KoSg,1247,43,29,29,null,1247
RVnn77dxEVA,195,15,13,13,training,195
nWnf0FhVqQ0,3825,153,25,25,training,3825
eJyHXeRMwHo,2552,88,29,29,training,2552
Ie-dinOlo-o,2146,74,29,29,training,2146
gNRloBoQGHk,6025,241,25,25,validation,6025
2yk2MqtL0MU,1740,58,30,30,training,1740
#NAME?,3509,121,29,29,training,3509
QqQpwqjhJD4,8325,333,25,25,validation,8325
ifBMQIMM_YU,464,16,29,29,training,464
os9dsJSYwmY,510,17,30,30,validation,510
3dwo0op3I6g,510,17,30,30,training,510
q6CWQH7rkzU,225,9,25,25,training,225
9dZu70BvtMo,754,26,29,29,training,754
xu3ZeSv9A-U,8520,284,30,30,training,8520
ylT2H3P398c,3625,125,29,29,training,3625
bbjhYYithco,1950,78,25,25,training,1950
5_miy3MtfQg,1380,46,30,30,null,1380
#NAME?,1620,54,30,30,validation,1620
cWqzyzvL07w,2370,79,30,30,training,2370
m0M8aCv_k_4,2610,87,30,30,training,2610
JgtHnnR-Ez0,15457,533,29,29,validation,15457
#NAME?,1140,38,30,30,training,1140
yx6OGzdpzgc,780,26,30,30,validation,780
gLEc9kdoECo,450,15,30,30,training,450
meSYeX9-Wz0,4785,165,29,29,training,4785
fWdBFGpeg0A,1856,64,29,29,training,1856
Tv-vjKkhI1U,16356,564,29,29,training,16356
6afUotIgqYo,2625,105,25,25,training,2625
7p3PHKkqMk0,3420,114,30,30,training,3420
NosNSEO658Y,8575,343,25,25,training,8575
_ybkYLLyj8M,3400,136,25,25,training,3400
z0PqH70I2HA,4002,138,29,29,validation,4002
3NOrVCaPzE8,1495,65,23,23,training,1495
wJtGg8GKwGU,4176,144,29,29,training,4176
C5RCCCa_IVI,1725,69,25,25,training,1725
T4vzR61jB2s,3335,115,29,29,validation,3335
hccQmyNfA-U,2625,105,25,25,training,2625
DTVN9t4xbDo,3538,122,29,29,training,3538
gRV-XRw1PuM,6975,279,25,25,null,6975
gdtjiCzfuPc,1798,62,29,29,training,1798
scC-vSOWUEE,3300,110,30,30,training,3300
ZnMJphy77HE,3090,103,30,30,training,3090
VkrkCeih6W4,1798,62,29,29,training,1798
iBuhDNlYD0M,2580,86,30,30,training,2580
igGGp34srA0,3799,131,29,29,validation,3799
iJKjULrZ1fw,2001,69,29,29,training,2001
zNO0kxTClYo,5525,221,25,25,training,5525
XhaglZnAgnE,3575,143,25,25,training,3575
om1hzcTf-8I,7830,261,30,30,training,7830
CyAPiBQUnDM,3030,101,30,30,training,3030
U0SgMJEAk7E,1770,59,30,30,validation,1770
47OOTXBhn6U,12810,427,30,30,training,12810
Ayri7CYNlBI,2697,93,29,29,training,2697
sXIpIMRDMGg,3770,130,29,29,validation,3770
LcGyNKAIh1U,7650,255,30,30,training,7650
WjXQwb4ZnwU,13500,450,30,30,validation,13500
g2k0vcjvGeo,2730,91,30,30,training,2730
wjo0FeRtNME,3000,100,30,30,training,3000
iUo_fhOZ5qg,4950,165,30,30,training,4950
PQUScHavYxo,17310,577,30,30,training,17310
cs-m3SE5aeo,16380,546,30,30,training,16380
oHtCrM2Veuw,1710,57,30,30,null,1710
jkRXvtuSgx8,8970,299,30,30,training,8970
KBiKnpqWsMI,6119,211,29,29,training,6119
t7PbphHQX6k,1711,59,29,29,training,1711
mKV0BRlHOc4,1890,63,30,30,training,1890
m6-NfSKv_Wg,2291,79,29,29,validation,2291
o3fh-dLck58,2925,117,25,25,training,2925
N3lxaIbv84g,1740,58,30,30,validation,1740
CAl0PssF9Yk,9900,396,25,25,training,9900
3GkqH8dWWis,7830,261,30,30,training,7830
Yb-mmywuGYA,5130,171,30,30,training,5130
AgaICPGMnug,10275,411,25,25,training,10275
5dHZTluuWeM,2697,93,29,29,training,2697
FADwTKj1dwM,3960,132,30,30,null,3960
HXLXq-ZRT-M,1900,76,25,25,training,1900
qgq9HvI9rBw,17670,589,30,30,training,17670
yXSCBI85K3E,4536,189,24,24,training,4536
7NbWWmRNFSE,1595,55,29,29,training,1595
Iskhpa_I7Hk,9860,340,29,29,training,9860
uGiwF2HMY0w,2575,103,25,25,training,2575
aLsw6RKX8cs,15300,510,30,30,null,15300
BtR6Rqh02Oo,4698,162,29,29,null,4698
MlXBrVwOW9U,3451,119,29,29,training,3451
q_E_bcF2wHc,10710,357,30,30,training,10710
OQGV4ztCbBg,1770,59,30,30,training,1770
RXZSmnsNoVw,1050,105,10,10,training,1050
vI5gSfmVBIw,17220,574,30,30,training,17220
jWNUZywPplk,4500,180,25,25,training,4500
joUUA3A6Vbs,10800,360,30,30,training,10800
LFXBTy2TdDc,9599,331,29,29,training,9599
GnViYJZvIGY,4590,153,30,30,training,4590
oGOA697gqek,2465,85,29,29,training,2465
VAgR777H8Ig,12025,481,25,25,training,12025
Yq56OpBIH_Q,5730,191,30,30,training,5730
xUzItg3FVgQ,2001,69,29,29,training,2001
XRVfsZp6OIQ,2338,167,14,14,training,2338
_id3m5vclE0,1682,58,29,29,training,1682
5OMJSpAUrQI,1575,63,25,25,training,1575
#NAME?,5010,167,30,30,training,5010
X0XR1s4ik_Q,10034,346,29,29,training,10034
8C9WuALWfVw,2958,102,29,29,training,2958
vMYQnyi9Drc,8000,320,25,25,training,8000
P6g2HqxaQU8,5175,207,25,25,validation,5175
8VQli8BNhhw,10600,424,25,25,training,10600
CJRbdgqoe9w,2900,116,25,25,validation,2900
NmducZAbqRI,5452,188,29,29,training,5452
hBZfq-0g7hg,2755,95,29,29,training,2755
2RzzN1_CLx8,3725,149,25,25,validation,3725
D-tfqq_3pdc,12450,415,30,30,training,12450
t-orYhxwmXY,1500,60,25,25,training,1500
emgtD2V9wK4,3060,102,30,30,training,3060
ThbGHasrUZc,3225,129,25,25,validation,3225
ZuAGAqwPNP4,13224,551,24,24,training,13224
2iWFSqPWyLs,8600,344,25,25,null,8600
sD__Tq4G_A4,2310,77,30,30,validation,2310
ZIzZaMMt00U,13825,553,25,25,training,13825
wTrSlndhpA8,3944,136,29,29,training,3944
etTjcA1ldGo,2064,86,24,24,training,2064
STFX_b0ze1c,2088,87,24,24,validation,2088
I19wgjB36-o,4325,173,25,25,null,4325
hAMhMHjAdY8,4175,167,25,25,training,4175
txLlkIbCI2I,3475,139,25,25,null,3475
NL9coSLXpsg,4727,163,29,29,training,4727
kCHnTwO5AkU,5640,188,30,30,validation,5640
Ec73saaO4vA,11542,398,29,29,validation,11542
MzAxlBQtChA,4300,172,25,25,null,4300
u-VuLI3mDrI,9251,319,29,29,training,9251
z9fU4rAqP58,3451,119,29,29,training,3451
jxQ-l4GroKM,2040,68,30,30,training,2040
Y_umlPiBmvo,13688,472,29,29,training,13688
DCG7QHkvMZI,2610,90,29,29,validation,2610
DtYk6t-FJzI,2175,75,29,29,null,2175
EtEoB9bWER8,6409,221,29,29,training,6409
Bvf7BNXL3LI,9150,305,30,30,training,9150
#NAME?,4224,176,24,24,training,4224
aKVLhsuQN50,15060,502,30,30,training,15060
seXX_odgi7U,13170,439,30,30,training,13170
XSih-L-22S0,12200,488,25,25,validation,12200
8pwnA-EkZBk,2575,103,25,25,validation,2575
q4MH3wVfqoQ,3240,108,30,30,training,3240
L8vEGTsKIcg,2610,87,30,30,training,2610
IrbaLlG6NeM,14280,476,30,30,training,14280
WB9ZYyTnK-0,1575,63,25,25,training,1575
lBHWZRtees0,17370,579,30,30,training,17370
D8sZipT1YPk,14280,595,24,24,training,14280
K12vkTanihY,3500,140,25,25,training,3500
v7G27r2VdJY,7395,255,29,29,training,7395
sfJqzTf0hSM,1850,74,25,25,training,1850
kB579a39JZA,7056,294,24,24,training,7056
pArRoVOlhWo,5670,189,30,30,training,5670
lfPzS2t7-Rg,11250,375,30,30,training,11250
Q2EkblBM_6Q,1885,65,29,29,training,1885
EkxGDOV3xj8,8730,291,30,30,training,8730
KA2WZzAAkcU,14703,507,29,29,training,14703
Rl6TwwxTOV8,4410,147,30,30,training,4410
NH4wdFgjlWc,5133,177,29,29,training,5133
gIxhGA_uqvQ,2225,89,25,25,training,2225
AbDBpwtM7qI,7163,247,29,29,training,7163
yptEbIsadKM,5190,173,30,30,null,5190
LrjbydaSzbY,2001,69,29,29,null,2001
AwE7Ms0R2SY,10275,411,25,25,training,10275
j7W-aLZqM7o,11426,394,29,29,training,11426
28dVpi4-unM,5543,241,23,23,null,5543
7KLhUrDddDQ,2070,69,30,30,training,2070
JZHmqVijYEw,2825,113,25,25,training,2825
gcpVVvRdK2s,10425,417,25,25,training,10425
TTP-V-8lHPA,2010,67,30,30,training,2010
nSr-_HCaJe8,5610,187,30,30,training,5610
5_E9uDsv_xY,5771,199,29,29,training,5771
VJjQk9RdaiQ,2668,116,23,23,null,2668
bEEwzNA7SzU,2784,96,29,29,training,2784
ihuMK1wagJQ,3683,127,29,29,training,3683
Jrk0mA6v318,2415,105,23,23,validation,2415
bEDygqkS8u8,5610,187,30,30,training,5610
Cj8l1g5hHv4,9976,344,29,29,training,9976
C8rXNynPPco,12789,441,29,29,training,12789
vrYr_GUAiJQ,3799,131,29,29,training,3799
6d_5q7lJswg,4450,178,25,25,training,4450
RDiXbKI2UAM,5300,212,25,25,training,5300
hJuL2Pfgm6E,8790,293,30,30,training,8790
FsfpYh-pqaw,3400,136,25,25,training,3400
Qjo-GSVr1SM,8700,290,30,30,validation,8700
AWzSr7qxnDM,8468,292,29,29,training,8468
2UUlgFWio1s,10350,414,25,25,training,10350
